icd10_code,icd10_title,icd11_code,icd11_title,foundation_uri,linearization_uri
S11,Open wound of neck,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S11.0,Open wound involving larynx and trachea,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S11.1,Open wound involving thyroid gland,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S11.2,Open wound involving pharynx and cervical oesophagus,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S11.7,Multiple open wounds of neck,NA21.5,Multiple open wounds of neck,http://id.who.int/icd/entity/92975234,http://id.who.int/icd/release/11/2022-02/mms/92975234
S11.8,Open wound of other parts of neck,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S11.9,"Open wound of neck, part unspecified",NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
S12,Fracture of neck,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
S12.0,Fracture of first cervical vertebra,NA22.0Z,"Fracture of first cervical vertebra, unspecified",http://id.who.int/icd/entity/2011398954,http://id.who.int/icd/release/11/2022-02/mms/2011398954/unspecified
S12.1,Fracture of second cervical vertebra,NA22.1Z,"Fracture of second cervical vertebra, unspecified",http://id.who.int/icd/entity/313020092,http://id.who.int/icd/release/11/2022-02/mms/313020092/unspecified
S12.2,Fracture of other specified cervical vertebra,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
S12.7,Multiple fractures of cervical spine,NA22.3,Multiple fractures of cervical spine,http://id.who.int/icd/entity/67965118,http://id.who.int/icd/release/11/2022-02/mms/67965118
S12.8,Fracture of other parts of neck,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
S12.9,"Fracture of neck, part unspecified",NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
S13,"Dislocation, sprain and strain of joints and ligaments at neck level",NA23.Z,"Dislocation or strain or sprain of joints or ligaments at neck level, unspecified",http://id.who.int/icd/entity/625034903,http://id.who.int/icd/release/11/2022-02/mms/625034903/unspecified
S13.0,Traumatic rupture of cervical intervertebral disc,NA23.0,Traumatic rupture of cervical intervertebral disc,http://id.who.int/icd/entity/1796950953,http://id.who.int/icd/release/11/2022-02/mms/1796950953
S13.1,Dislocation of cervical vertebra,NA23.1Z,"Dislocation of cervical vertebra, unspecified",http://id.who.int/icd/entity/240158269,http://id.who.int/icd/release/11/2022-02/mms/240158269/unspecified
S13.2,Dislocation of other and unspecified parts of neck,NA23.2,Dislocation of other or unspecified parts of neck,http://id.who.int/icd/entity/2063455940,http://id.who.int/icd/release/11/2022-02/mms/2063455940
S13.3,Multiple dislocations of neck,NA23.3,Multiple dislocations of neck,http://id.who.int/icd/entity/532028246,http://id.who.int/icd/release/11/2022-02/mms/532028246
S13.4,Sprain and strain of cervical spine,NA23.4Z,"Strain or sprain of cervical spine, unspecified",http://id.who.int/icd/entity/1817741506,http://id.who.int/icd/release/11/2022-02/mms/1817741506/unspecified
S13.5,Sprain and strain of thyroid region,NA23.5,Strain or sprain of thyroid region,http://id.who.int/icd/entity/152257880,http://id.who.int/icd/release/11/2022-02/mms/152257880
S13.6,Sprain and strain of joints and ligaments of other and unspecified parts of neck,NA23.Z,"Dislocation or strain or sprain of joints or ligaments at neck level, unspecified",http://id.who.int/icd/entity/625034903,http://id.who.int/icd/release/11/2022-02/mms/625034903/unspecified
S14,Injury of nerves and spinal cord at neck level,,Injury of nerves or spinal cord at neck level,http://id.who.int/icd/entity/1454363907,http://id.who.int/icd/release/11/2022-02/mms/1454363907
S14.0,Concussion and oedema of cervical spinal cord,NA30,Concussion or oedema of cervical spinal cord,http://id.who.int/icd/entity/1348614889,http://id.who.int/icd/release/11/2022-02/mms/1348614889
S14.1,Other and unspecified injuries of cervical spinal cord,NA31,Certain specified injuries of cervical spinal cord,http://id.who.int/icd/entity/891942781,http://id.who.int/icd/release/11/2022-02/mms/891942781
S14.2,Injury of nerve root of cervical spine,NA40,Injury of nerve root of cervical spine,http://id.who.int/icd/entity/1099212674,http://id.who.int/icd/release/11/2022-02/mms/1099212674
S14.3,Injury of brachial plexus,NA41.Z,"Injury of brachial plexus, unspecified",http://id.who.int/icd/entity/617572888,http://id.who.int/icd/release/11/2022-02/mms/617572888/unspecified
S14.4,Injury of peripheral nerves of neck,NA42.Z,"Injury of peripheral nerves of neck, unspecified",http://id.who.int/icd/entity/1461844356,http://id.who.int/icd/release/11/2022-02/mms/1461844356/unspecified
S14.5,Injury of cervical sympathetic nerves,NA43,Injury of cervical sympathetic nerves,http://id.who.int/icd/entity/845820950,http://id.who.int/icd/release/11/2022-02/mms/845820950
S14.6,Injury of other and unspecified nerves of neck,,Injury of nerves or spinal cord at neck level,http://id.who.int/icd/entity/1454363907,http://id.who.int/icd/release/11/2022-02/mms/1454363907
S15,Injury of blood vessels at neck level,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
S15.0,Injury of carotid artery,NA60.0Z,"Injury of carotid artery, unspecified",http://id.who.int/icd/entity/1285223016,http://id.who.int/icd/release/11/2022-02/mms/1285223016/unspecified
S15.1,Injury of vertebral artery,NA60.1Z,"Injury of vertebral artery, unspecified",http://id.who.int/icd/entity/701579262,http://id.who.int/icd/release/11/2022-02/mms/701579262/unspecified
S15.2,Injury of external jugular vein,NA60.2Z,"Injury of external jugular vein, unspecified",http://id.who.int/icd/entity/1568435971,http://id.who.int/icd/release/11/2022-02/mms/1568435971/unspecified
S15.3,Injury of internal jugular vein,NA60.3Z,"Injury of internal jugular vein, unspecified",http://id.who.int/icd/entity/943170199,http://id.who.int/icd/release/11/2022-02/mms/943170199/unspecified
S15.7,Injury of multiple blood vessels at neck level,NA60.4,Injury of multiple blood vessels at neck level,http://id.who.int/icd/entity/1064591868,http://id.who.int/icd/release/11/2022-02/mms/1064591868
S15.8,Injury of other blood vessels at neck level,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
S15.9,Injury of unspecified blood vessel at neck level,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
S16,Injury of muscle and tendon at neck level,NA61.Z,"Injury of muscle, fascia or tendon at neck level, unspecified",http://id.who.int/icd/entity/1195985002,http://id.who.int/icd/release/11/2022-02/mms/1195985002/unspecified
S17,Crushing injury of neck,NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
S17.0,Crushing injury of larynx and trachea,NA62.0,Crushing injury of larynx or trachea,http://id.who.int/icd/entity/1374001879,http://id.who.int/icd/release/11/2022-02/mms/1374001879
S17.8,Crushing injury of other parts of neck,NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
S17.9,"Crushing injury of neck, part unspecified",NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
S18,Traumatic amputation at neck level,NA63,Traumatic amputation at neck level,http://id.who.int/icd/entity/1600884926,http://id.who.int/icd/release/11/2022-02/mms/1600884926
S19,Other and unspecified injuries of neck,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
S19.7,Multiple injuries of neck,NA64,Multiple injuries of neck,http://id.who.int/icd/entity/1886851710,http://id.who.int/icd/release/11/2022-02/mms/1886851710
S19.8,Other specified injuries of neck,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
S19.9,Unspecified injury of neck,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
S20-S29,Injuries to the thorax,NB3Z,"Injuries to the thorax, unspecified",http://id.who.int/icd/entity/805284915,http://id.who.int/icd/release/11/2022-02/mms/805284915/unspecified
S20,Superficial injury of thorax,NA80.Z,"Superficial injury of thorax, unspecified",http://id.who.int/icd/entity/1448882621,http://id.who.int/icd/release/11/2022-02/mms/1448882621/unspecified
S20.0,Contusion of breast,NA80.1,Contusion of breast,http://id.who.int/icd/entity/1521651398,http://id.who.int/icd/release/11/2022-02/mms/1521651398
S20.1,Other and unspecified superficial injuries of breast,NA80.2,Other or unspecified superficial injuries of breast,http://id.who.int/icd/entity/1073300304,http://id.who.int/icd/release/11/2022-02/mms/1073300304
S20.2,Contusion of thorax,NA80.6,Contusion of thorax,http://id.who.int/icd/entity/1263801263,http://id.who.int/icd/release/11/2022-02/mms/1263801263
S20.3,Other superficial injuries of front wall of thorax,NA80.3,Other superficial injuries of front wall of thorax,http://id.who.int/icd/entity/773840443,http://id.who.int/icd/release/11/2022-02/mms/773840443
S20.4,Other superficial injuries of back wall of thorax,NA80.4,Other superficial injuries of back wall of thorax,http://id.who.int/icd/entity/1576095151,http://id.who.int/icd/release/11/2022-02/mms/1576095151
S20.7,Multiple superficial injuries of thorax,NA80.7,Multiple superficial injuries of thorax,http://id.who.int/icd/entity/693902674,http://id.who.int/icd/release/11/2022-02/mms/693902674
S20.8,Superficial injury of other and unspecified parts of thorax,NA80.Z,"Superficial injury of thorax, unspecified",http://id.who.int/icd/entity/1448882621,http://id.who.int/icd/release/11/2022-02/mms/1448882621/unspecified
S21,Open wound of thorax,NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S21.0,Open wound of breast,NA81.Z&XA12C1,"Open wound of thorax, unspecified / Breast",http://id.who.int/icd/entity/1179272773,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S21.1,Open wound of front wall of thorax,NA81.Z&XA55T2,"Open wound of thorax, unspecified / Chest wall",http://id.who.int/icd/entity/587303889,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S21.2,Open wound of back wall of thorax,NA81.Z&XA10L7,"Open wound of thorax, unspecified / Upper back",http://id.who.int/icd/entity/1470946096,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S21.7,Multiple open wounds of thoracic wall,NA81.5,Multiple open wounds of thoracic wall,http://id.who.int/icd/entity/899995089,http://id.who.int/icd/release/11/2022-02/mms/899995089
S21.8,Open wound of other parts of thorax,NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S21.9,"Open wound of thorax, part unspecified",NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
S22,"Fracture of rib(s), sternum and thoracic spine",NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
S22.0,Fracture of thoracic vertebra,NA82.0,Fracture of thoracic vertebra,http://id.who.int/icd/entity/1204676219,http://id.who.int/icd/release/11/2022-02/mms/1204676219
S22.1,Multiple fractures of thoracic spine,NA82.1,Multiple fractures of thoracic spine,http://id.who.int/icd/entity/579218415,http://id.who.int/icd/release/11/2022-02/mms/579218415
S22.2,Fracture of sternum,NA82.2,Fracture of sternum,http://id.who.int/icd/entity/1445690128,http://id.who.int/icd/release/11/2022-02/mms/1445690128
S22.3,Fracture of rib,NA82.3Z,"Fracture of rib, unspecified",http://id.who.int/icd/entity/861976198,http://id.who.int/icd/release/11/2022-02/mms/861976198/unspecified
S22.4,Multiple fractures of ribs,NA82.4,Multiple fractures of ribs,http://id.who.int/icd/entity/1083057426,http://id.who.int/icd/release/11/2022-02/mms/1083057426
S22.5,Flail chest,NA82.5,Flail chest,http://id.who.int/icd/entity/633727108,http://id.who.int/icd/release/11/2022-02/mms/633727108
S22.8,Fracture of other parts of bony thorax,NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
S22.9,"Fracture of bony thorax, part unspecified",NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
